track_id,track_added_at,track_name,album_id,main_artist_id,side_artists_id,track_duration,track_explicit,track_popularity,track_key,track_bpm,track_energy,track_danceability,track_happiness,track_loudness,track_acousticness,track_instrumentalness,track_liveness,track_mode,track_speechiness,track_time_signature
0gEw8izgROscS30OVqPb1e,2023-08-10T22:01:00Z,Pazza Musica,4RVfbFT2GfDqhmaMT0ro75,3xGlLcG9CUrs5MvFkSLOS5,['7GgpsUpkj3olseoaTY7TEY'],194472,False,78,8,104.993,0.613,0.799,0.442,-6.003,0.105,0.0,0.236,0,0.0826,4
5vHWd8yLGCxb8s9RaThO9w,2023-08-10T22:01:00Z,Non litighiamo più,3ARAg9P6I7BCuwRy0UJKos,0L1f9i3L3fkMNENljDOsjG,[],180444,False,80,6,134.857,0.845,0.662,0.723,-4.327,0.039,0.0,0.153,1,0.145,4
729ZgHjcCl1Q2GKVco9anw,2023-08-10T22:01:00Z,HOLLYWOOD,72FNv51OVhZ0ueIl7Hrlta,5iot8OPcosJN9nCl7I5SdK,"['056KMTw6IztdQjBmFfVyO3', '6hkKbkZGvAXuvle2FhCnxy']",184800,False,77,5,100.025,0.852,0.686,0.757,-3.674,0.126,0.0,0.142,0,0.0454,4
2tTmW7RDtMQtBk7m2rYeSw,2023-08-10T22:01:00Z,"Quevedo: Bzrp Music Sessions, Vol. 52",4PNqWiJAfjj32hVvlchV5u,716NhGYqD1jl2wI1Qkgq36,['52iwsT98xCoGgiGntTiR7K'],198937,False,92,2,128.033,0.782,0.621,0.55,-5.548,0.0125,0.033,0.23,1,0.044,4
4e1U6KRJGed8gh3uRbAv3P,2023-08-10T22:01:00Z,"MIRAGE (feat. Ozuna, GIMS & Sfera Ebbasta)",5WbgkuQehIgUQn9s5gpbZH,6cNWiizYLCClZdnIvqU968,"['1i8SpTcr7yvPOmcqrbnVXY', '0GOx72r5AAEKRGQFn3xqXK', '23TFHmajVfBtlRx5MXqgoz']",206054,True,83,7,172.101,0.601,0.701,0.421,-7.171,0.0271,0.0,0.0682,1,0.325,4
5L3ecxQnQ9qTBmnLQiwf0C,2023-08-10T22:01:00Z,K-POP,10eNMeTimUzAKLhCOpIUlb,0Y5tJX1MQlPlqiwlOH1tJY,"['4q3ewBCX7sLwd24euuV69X', '1Xyo4u8uXC1ZmMpatF05PJ']",185220,True,93,5,121.075,0.618,0.814,0.535,-5.614,0.0386,3.34e-06,0.671,0,0.0619,4
0YI32qkEhhUjoGVMGXDm8b,2023-08-10T22:01:00Z,ANELLI E COLLANE (feat. ANNA),7kPBwGRrSCDXGUuxcD6AWb,2R4kNOwHUUsuDYhKsESVbF,['7K80yOTC0Id95gRaOxDG5u'],189015,True,68,1,96.503,0.816,0.524,0.489,-6.787,0.129,0.0,0.322,1,0.126,4
71FY3ENTle5U1XdO82LxOe,2023-08-10T22:01:00Z,PARAFULMINI (con Bresh & Fabri Fibra),3jpLucgWNCwEaAuw4oMBUq,3fhMfkPPzksWuw0hEm4ldm,"['7FeObngbQ0GY3SojNwKdKn', '7u710e44HW3K7A5eTnRqHC']",208909,False,72,5,110.03,0.779,0.791,0.598,-6.028,0.188,0.0,0.147,1,0.213,4
5x9LonDyHxGUO2VzfHJHLE,2023-08-10T22:01:00Z,COME VUOI,5FAlSQMZ4j8pPa4sp0ZB4K,27LlKWxS3KXW7RRAxN5S8s,[],172615,True,80,8,130.052,0.631,0.756,0.896,-5.297,0.13,0.0,0.0649,0,0.0502,4
609E1JCInJncactoMmkDon,2023-08-10T22:01:00Z,BESO,50uChhk7AKkzDKytDixjYW,7ltDVBr6mKbRvohxheJ9h1,['1mcTU81TzQhprhouKaTkpq'],194543,False,93,5,95.05,0.644,0.768,0.53,-6.671,0.736,0.000837,0.173,0,0.136,4
55Q180Og5mkW2XeGPjB7yn,2023-08-10T22:01:00Z,Se Grita,6h5tdNdOnnFL6zbeMeeqdk,4az97MtWmBQ5Db3GfDh9j9,['3IW7ScrzXmPvZhB27hmfgy'],259627,True,85,11,94.063,0.791,0.813,0.404,-6.899,0.316,0.000165,0.124,0,0.111,4
7ro0hRteUMfnOioTFI5TG1,2023-08-10T22:01:00Z,WHERE SHE GOES,5gCcb5fsSb6w5K8SyJrgtB,4q3ewBCX7sLwd24euuV69X,[],231704,True,97,9,143.978,0.8,0.652,0.234,-4.019,0.143,0.629,0.112,0,0.0614,4
6ds6kgkB0qRSpSnxcBomCO,2023-08-10T22:01:00Z,Un Briciolo Di Allegria (con MINA),44iFvVtFduw0s4bPAk5skP,1MRiIeZbc0cRuxOafDUCtH,['3HL1CyOnDLFJo1Rr8YBlKy'],207615,False,79,2,91.925,0.707,0.617,0.392,-4.31,0.467,0.0,0.0481,1,0.0399,4
